District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Price Date
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,600.00","4,300.00",Rs./Quintal,27-12-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,300.00","4,600.00","4,450.00",Rs./Quintal,15-12-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,100.00","4,600.00","4,350.00",Rs./Quintal,12-12-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,500.00","4,350.00",Rs./Quintal,28-11-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,000.00","4,550.00","4,275.00",Rs./Quintal,18-11-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,500.00","4,250.00",Rs./Quintal,17-11-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,700.00","4,300.00","4,000.00",Rs./Quintal,30-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","4,200.00","3,850.00",Rs./Quintal,27-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,050.00","3,925.00",Rs./Quintal,16-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","4,050.00","3,775.00",Rs./Quintal,15-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,600.00","4,100.00","3,850.00",Rs./Quintal,13-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","4,100.00","3,800.00",Rs./Quintal,08-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,700.00","4,250.00","3,975.00",Rs./Quintal,03-10-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","4,200.00","3,850.00",Rs./Quintal,29-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,400.00","4,300.00",Rs./Quintal,27-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,100.00","4,050.00",Rs./Quintal,26-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,000.00","4,000.00","4,000.00",Rs./Quintal,23-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,300.00","4,200.00",Rs./Quintal,19-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,200.00","4,200.00",Rs./Quintal,18-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,200.00","4,100.00",Rs./Quintal,16-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,200.00","4,200.00","4,200.00",Rs./Quintal,15-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,250.00","4,125.00",Rs./Quintal,13-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,250.00","4,225.00",Rs./Quintal,12-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,100.00","4,100.00",Rs./Quintal,10-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,300.00","4,300.00","4,300.00",Rs./Quintal,09-09-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,350.00","4,225.00",Rs./Quintal,29-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,500.00","4,500.00","4,500.00",Rs./Quintal,25-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,650.00","4,425.00",Rs./Quintal,22-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,500.00","4,550.00","4,525.00",Rs./Quintal,19-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,500.00","4,600.00","4,550.00",Rs./Quintal,18-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,700.00","4,700.00","4,700.00",Rs./Quintal,16-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,650.00","4,425.00",Rs./Quintal,11-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,600.00","4,600.00","4,600.00",Rs./Quintal,08-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,500.00","4,600.00","4,550.00",Rs./Quintal,07-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,450.00","4,325.00",Rs./Quintal,04-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,300.00","4,250.00",Rs./Quintal,02-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,400.00","4,400.00","4,400.00",Rs./Quintal,01-08-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,200.00","4,200.00",Rs./Quintal,31-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,300.00","4,250.00",Rs./Quintal,30-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,100.00","4,300.00","4,200.00",Rs./Quintal,29-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,24-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,22-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,21-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,120.00","4,060.00",Rs./Quintal,17-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,150.00","4,125.00",Rs./Quintal,11-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"2,500.00","2,600.00","2,550.00",Rs./Quintal,10-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,150.00","3,975.00",Rs./Quintal,09-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,100.00","4,100.00",Rs./Quintal,05-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,200.00","4,000.00",Rs./Quintal,04-07-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,100.00","4,100.00",Rs./Quintal,28-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,150.00","4,075.00",Rs./Quintal,27-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,26-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,25-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,19-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,200.00","4,100.00",Rs./Quintal,18-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,100.00","4,100.00",Rs./Quintal,12-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,150.00","4,125.00",Rs./Quintal,10-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,100.00","4,050.00",Rs./Quintal,06-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,100.00","4,050.00",Rs./Quintal,03-06-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,700.00","4,050.00","3,875.00",Rs./Quintal,30-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,050.00","4,150.00","4,100.00",Rs./Quintal,27-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,700.00","3,700.00","3,700.00",Rs./Quintal,24-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,775.00","4,175.00","3,975.00",Rs./Quintal,23-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,150.00","4,125.00",Rs./Quintal,22-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,200.00","4,150.00",Rs./Quintal,21-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,100.00","4,100.00",Rs./Quintal,19-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,200.00","4,100.00",Rs./Quintal,08-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"4,000.00","4,300.00","4,150.00",Rs./Quintal,07-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,100.00","4,100.00","4,100.00",Rs./Quintal,05-05-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,400.00","4,300.00",Rs./Quintal,26-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,300.00","4,250.00",Rs./Quintal,24-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,400.00","4,300.00",Rs./Quintal,23-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,400.00","4,300.00",Rs./Quintal,19-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,250.00","4,350.00","4,300.00",Rs./Quintal,16-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,400.00","4,300.00",Rs./Quintal,15-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,250.00","4,125.00",Rs./Quintal,11-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,200.00","4,200.00",Rs./Quintal,08-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,200.00","4,100.00",Rs./Quintal,07-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,200.00","4,100.00",Rs./Quintal,05-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,200.00","4,250.00","4,225.00",Rs./Quintal,04-04-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"4,000.00","4,000.00","4,000.00",Rs./Quintal,29-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","4,000.00","3,950.00",Rs./Quintal,28-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","3,950.00","3,925.00",Rs./Quintal,27-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","4,000.00","3,950.00",Rs./Quintal,24-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","3,950.00","3,925.00",Rs./Quintal,22-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,000.00","3,900.00",Rs./Quintal,21-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,600.00","4,000.00","3,800.00",Rs./Quintal,20-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","3,850.00","3,675.00",Rs./Quintal,19-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"3,750.00","3,850.00","3,800.00",Rs./Quintal,18-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,600.00","4,000.00","3,800.00",Rs./Quintal,12-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","3,900.00","3,700.00",Rs./Quintal,10-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","3,900.00","3,700.00",Rs./Quintal,08-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Non-FAQ,"3,500.00","3,900.00","3,700.00",Rs./Quintal,06-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,000.00","3,900.00",Rs./Quintal,03-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","4,000.00","3,950.00",Rs./Quintal,01-03-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","3,900.00","3,900.00",Rs./Quintal,28-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,600.00","4,000.00","3,800.00",Rs./Quintal,27-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","4,000.00","3,950.00",Rs./Quintal,21-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,900.00","4,000.00","3,950.00",Rs./Quintal,20-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,000.00","3,900.00",Rs./Quintal,12-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,800.00","4,050.00","3,925.00",Rs./Quintal,07-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,700.00","4,050.00","3,875.00",Rs./Quintal,04-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,600.00","4,500.00","4,050.00",Rs./Quintal,01-02-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"2,700.00","4,000.00","3,850.00",Rs./Quintal,31-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,700.00","4,100.00","3,900.00",Rs./Quintal,29-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,600.00","4,150.00","3,875.00",Rs./Quintal,27-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,650.00","4,050.00","3,850.00",Rs./Quintal,25-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,Local,"3,500.00","4,150.00","3,825.00",Rs./Quintal,24-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,22-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,17-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,15-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,13-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,100.00","3,950.00",Rs./Quintal,11-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,10-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,07-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"3,800.00","4,200.00","4,000.00",Rs./Quintal,06-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,03-01-2025
Ahmednagar,Ahmednagar APMC,Oil Seeds,Soyabean,Other,FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,02-01-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,600.00","4,300.00",Rs./Quintal,30-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,600.00","4,300.00",Rs./Quintal,27-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,600.00","4,300.00",Rs./Quintal,26-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,500.00","4,150.00",Rs./Quintal,23-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,500.00","4,150.00",Rs./Quintal,22-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,500.00","4,150.00",Rs./Quintal,20-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,19-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,18-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,300.00","4,050.00",Rs./Quintal,16-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,300.00","4,050.00",Rs./Quintal,15-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,13-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,12-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,04-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,500.00","4,150.00",Rs./Quintal,01-12-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"2,000.00","4,300.00","3,150.00",Rs./Quintal,28-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,500.00","4,250.00",Rs./Quintal,27-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,600.00","4,300.00",Rs./Quintal,24-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,500.00","4,250.00",Rs./Quintal,22-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,500.00","4,250.00",Rs./Quintal,21-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,500.00","4,250.00",Rs./Quintal,20-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,18-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,400.00","4,200.00",Rs./Quintal,17-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,500.00","4,250.00",Rs./Quintal,15-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,500.00","4,250.00",Rs./Quintal,14-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,13-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,11-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,400.00","4,100.00",Rs./Quintal,10-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,200.00","3,850.00",Rs./Quintal,08-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,300.00","3,900.00",Rs./Quintal,07-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,200.00","3,850.00",Rs./Quintal,03-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,200.00","3,850.00",Rs./Quintal,01-11-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,200.00","3,850.00",Rs./Quintal,31-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,30-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,000.00","3,750.00",Rs./Quintal,28-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,27-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,000.00","3,750.00",Rs./Quintal,25-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,18-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","4,100.00","3,800.00",Rs./Quintal,16-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,500.00","3,900.00","3,700.00",Rs./Quintal,14-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,000.00","3,800.00",Rs./Quintal,07-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,600.00","4,000.00","3,800.00",Rs./Quintal,06-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,04-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,03-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,02-10-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,30-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,29-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,27-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,25-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,23-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,22-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,100.00","4,000.00",Rs./Quintal,18-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,16-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,13-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,11-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,800.00","4,000.00","3,900.00",Rs./Quintal,09-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,08-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,100.00","4,000.00",Rs./Quintal,04-09-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,100.00","4,000.00",Rs./Quintal,30-08-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,000.00","4,200.00","4,100.00",Rs./Quintal,29-08-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"3,900.00","4,100.00","4,000.00",Rs./Quintal,28-08-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,100.00","4,300.00","4,200.00",Rs./Quintal,26-08-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,100.00","4,300.00","4,200.00",Rs./Quintal,25-08-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,300.00","4,500.00","4,400.00",Rs./Quintal,23-08-2025
Ahmednagar,Jamkhed APMC,Oil Seeds,Soyabean,Yellow,Non-FAQ,"4,200.00","4,400.00","4,300.00",Rs./Quintal,21-08-2025
